ISBN,正书名,作者,出版单位,出版时间,其他责任者,定价(元),装帧方式,开本或尺寸,副书名及说明文字,丛书名,分册名,分册号,正文语种,版次,市场分类,学科分类,中图法分类,CIP核发时间,主题词,入选书单,内容摘要
9787507850079,不可征服,"冯静, 著",中国国际广播出版社,2021.12,,79.00,平装,17*24,中国姑娘徒步南极难抵极纪实,,,,中文,1,纪实文学,文学,I25,2021-09,纪实文学; 中国; 当代,,本书是一本有关极地远征的原创作品。作品分为上下两篇，上篇主要内容包括：中国姑娘冯静计划徒步远征南极，通过商业咨询，学习滑雪和极寒中的生存技能的体能训练，采购并改装装备，模拟训练，在做了一系列的体能和心理建设后，冯静于2017年底，从南极大陆的海岸线出发，历时52天5小时，成功以越野滑雪的方式抵达地理南极点（北京时间2018年1月8日）。而这场远征于她而言，竟只是一次“模拟训练”。她没有沉醉于成功的喜悦，而是立即开始着手准备远征南极大陆难抵极（POI）。下篇主要围绕冯静在征战难抵极的一系列过程，这次的征战有了南极的经验，她调整了心情，调整了装备，给自己增加更多的体能训练，最终于在2020年1月25日11时18分（当地时间），抵达南极大陆的几何中心——难抵极。历经80天，行走1800多公里。
9787521636574,“典”亮生活,最高人民检察院第六检察厅，法者传媒，著,中国法制出版社,2023.12,,28.00,平装,15 * 21,漫画民法典,,,三,中文,1,法律普及读物,环境科学技术及资源科学技术（原名为环境科学）,D923.05,2023-07,民法; 法典; 案例; 中国,,民法典是一部社会生活的百科全书，是一部人民民事权利的保护法典。本书旨在让民法典走到群众身边、走进群众心里，帮助大众更方便地了解民法知识。全书精心选取民法典总则编和各分编以及民法典司法解释中与民生密切相关的知识点，共计20个案例，并根据民法典的相关规定对案例予以解读，明确法律关系，解决法律纠纷，以更好地理解、学习、适用民法典的相关规定。本书通过生动有趣的案例与图画帮助人民理解民法典的基本精神与原则，普及民法典中的法律常识。
978-7-03-0684421-9,漫画CPU,"(日) 渋谷道雄, 著",科学出版社,2021.4,"任靖尧, 译",45.00,平装,19 * 26,,欧姆社学习漫画,,,中文,1,数理化,计算机科学技术,TP332-49,2021-03,微处理器; 普及读物,,本书以漫画的形式讲解CPU的基本概念和关键知识点，通过联想什么是CPU、程序如何运行等，解读CPU的工作原理及计算机结构。主要内容包括数字运算、逻辑运算、CPU的结构及指令处理、运算指令、程序语言、微控制器。由于内容安排的考虑，本书没有涉及计算机搭载的高性能CPU相关内容，也没有对近年来颇受关注的计算机结构内容进行解读，不过理解CPU的工作原理对思维训练大有益处。本书可作为中学生拓宽科技学习视野、培养计算思维、了解CPU与计算机的启蒙书，也可作为科技教育的辅导教材。
9787570812516,玛蒂尔达,"(英)罗尔德·达尔,著",明天出版社,2021.10,"(英)昆廷·布莱克,绘;任溶溶,译",75.00,平装,17*21,3本套装,罗尔德·达尔作品典藏：彩图拼音版,,,中文,1,儿童文学,,I561.84,2021-09,儿童小说; 长篇小说; 英国; 现代,亲近母语分级阅读书目·小学版,本书适合小学低年级学生阅读的长篇小说新作。
9787530490235,国画大师陈江洪绘本,"(法)陈江洪,著",北京科学技术出版社,2017.9,,45.00,精装,25 * 26,分册名：小莲,,小莲,1,中文,1,绘本,,1565.85,2017-06,儿童故事; 图画故事; 法国; 现代,,穷苦的渔夫因为帮助了一个老奶奶，得到了一颗莲花的种子，种子发芽开发之后，出来了一个小女孩，她就是小莲，她拥有一个能点石成金的金莲蓬。小莲和渔夫相依为命，经常帮助渔村里的人。但是贪婪的县令听说了金莲花的事，把渔夫抓走了。为了救回渔夫，小莲拿着金莲花去了县衙……后来，金莲蓬变成了一个普通的莲蓬，小莲也变成了一个普通的小女孩，和老渔夫幸福的生活渔村里。
9787521766479,有生之年一定要读的1001本书,"(英)彼得·伯克赛尔, 主编",中信出版社,2024.10,"江唐, 顾海东, 王博, 张维军, 译",298.00,精装,17*23,,,,,中文,1,作品集,,Z835,2024-05,推荐书目; 世界,,本书是由牛津大学文学教授彼得·伯克赛尔主编的一本介绍文学读物的清单类图书。由全球165位作家、文学评论家或者参与者撰稿，推荐书目横跨五大洲，上下两千年，涉及67个国家的812位作家。每部作品配有详细出版情况介绍和简明的作品评论。全书配有680幅图片，包括300多幅珍贵的作家肖像画或照片，如“既是作家又是鳞翅目昆虫学者”的纳博科夫正在捕捉蝴蝶、托着脸庞趴在打字机前的萨冈等，为我们独特呈现了不为人知的作家生活图景，还有300多张相关的海报、封面插画、油画等，展现出多元化的文学面貌。此外，还甄选了近300部作品中的金句，关于爱情、孤独与哲思等。本次中文版增加“拾遗篇”和“中国篇”，将推荐作品的数量从1001部增加到1342部。“中国篇”由南京师范大学何平教授撰写，推荐了从鲁迅、张爱玲、金庸到王安忆、余华等中国现当代作家的代表作品，还融入了有关《三体》《繁花》等新近文学现象的探讨，一定程度上弥补了英文原版的不足。
9787520715119,“小鸡崽儿胡果”去旅行,（德）萨宾娜·泽特，著,东方出版社,2020.6,（德）乌特·克劳泽，绘；李婧，译,168.00,平装,15 * 21,,百变胡果：全六册,,,中文,1,儿童文学,,I516.84,2020-04,儿童小说; 中篇小说; 德国; 现代,,胡果经常向好朋友尼可抱怨自己最棘手的问题，那就是：如何能从一个普通人变为一个超级英雄？现在，机会来了！一年中最令人激动的郊游来了！自认为是实干王子、超级男孩儿的胡果，想和好朋友尼可一起，精心策划一场午夜超级派对，成为派对之王！胡果简直等不及了！但是出游的时候，妈妈却说，等他回家以后，有重要的事情要告诉他。住在“怪胎四人间”的胡果真是心绪不宁：难道爸爸妈妈中奖了？还是说，他们要离婚？！真相究竟是什么呢？这次出游，胡果又有什么新的收获呢？
9787111733409,探索观,"(日)大栗博司, 著",机械工业出版社,2023.9,"樊颖, 译",79.00,平装,15 * 21,,,,,中文,1,百科知识,管理学,G316-49,2023-06,科学精神; 通俗读物,,“成为科学家”可能是很多人从小的梦想，但是对于科学家的职业，科学探索的方法，何为科学精神这些话题，大多数人可能终其一生也没有一个明确的概念。大栗博司作为日本的一流物理学者，现身说法，在他的新著作中介绍了科学精神与成为科学家的历程。作者通过自己和一个物理学界的伟大科学家的故事，探讨科学探索对人类社会的意义，以及科学自身的局限性与未来的广阔疆域。对于热爱科学知识，希望以科学研究为终身职业的读者会有很大启示作用。而对于在科学与技术岗位上工作的从业者，以及与科技相关的财经人士，本书也是非常有价值的读物。
9787522200699,同理倾听,(美)威廉·米勒(William R.Miller),华夏出版社有限公司,2021.8,"于娟娟, 译",39.80,平装,13 * 19,,,,,中文,1,人际与社交,社会学,C912.11-49,2020-12,人际关系学; 通俗读物,,本书作者威廉·米勒为美国知名教授和沟通专家，激励对话的创始人，多本畅销书作者，同时创建了治疗领域的激励对话。本书是他关于倾听技巧的著作。本书认为，做一个好的倾听者，掌握重要的倾听技巧，不仅有助于化解分歧、消除误解，创建和谐亲密的人际关系，还有助于从别人的言谈中获得关键和有效的信息。作者通过大量有效的讲解、实例和练习，论证了同理心是提升倾听品质、改善人际关系的重要因素，并详细讲述了应用技巧。随着不断有针对性的实践和练习，同理倾听技能会越来越熟练和自然，倾听的能力会越来越强，能够获得以往在交谈中从未获得的信息，学会更好地理解和了解自己。
9787508690186,艾玛和韦伯,"(英)大卫·麦基,著绘",中信出版社,2018.9,"喻之晓,译",468.00,平装,24*27,,花格子大象艾玛经典绘本,,1,中文,,绘本,,I561.85,2018-06,儿童故事; 图画故事; 英国; 现代,,本套书为绘本故事（共23册），故事讲述大象都是灰色的，但是在麦基的童话故事里有一头彩色格子的大象，他叫艾玛，艾玛和别的大象都不一样，他是那么特别，所以在他身上发生了许多特别有趣的故事，在这些故事里，他认识了许多好朋友，他和好朋友们一起在故事里慢慢地长大，是儿童文学的经典作品。《艾玛和韦伯》讲述艾玛的表弟韦伯会口技，能让自己的声音听起来像是从很远很远的地方传来的。今天，韦伯要来看望艾玛，大象们出发去接他，可是，每当他们走到声音传来的地方，就发现韦伯根本不在那儿，突然，树上传来了韦伯的呼救声，可这次，大象们再也不想找了……
9787557215941,地图上的地理故事,"一瓢, 吴理人, 编著",山东省地图出版社,2025.7,,158.00,平装,26 * 36,,,大运河,1,中文,,科普/百科,地球科学,K92-49,2025-07,地理; 中国; 儿童读物,,《地图上的地理故事·大运河》全书从3000年前的第一条运河开始，讲述到现代人工运河的治理与申遗等，穿越时空的描述不同历史时期，运河的作用以及人们对运河的修筑与利用等。整本书图画式再现运河河道的变化、两岸城市的变迁、人们的生活的变化，传统文化与自然地理的融合，时间与空间相结合，让运河多姿多彩的呈现在读者面前，可谓中国古代的政治史、经济史、城市史、水利史、交通史、文化史的缩影。
9787511056863,霸王龙大卫和他的朋友们,"北京小红花图书工作室, 著绘",海豚出版社,2021.7,,96.00,平装,21 * 21,,逆反期引导系列,为什么不表扬我,1,中文,,幼儿启蒙,文学,1287.8,2021-07,儿童故事; 图画故事; 中国; 当代,,《霸王龙大卫和他的朋友们：逆反期引导系列》专为3～6岁幼儿编写的逆反期教育故事书，共含8个小主题，本册是《为什么不表扬我》，故事讲述了恐龙谷小伙伴们都非常崇拜的梁龙叔叔回来后，小伙伴们都因为不同的事情获得了梁龙叔叔的表扬，只有始祖鸟朱迪没有，她生气的闯入了恐怖林的陷阱，最后通过树叶曲子吸引大家过来获救的故事，故事结尾她因为音乐天赋获得了表扬，但是自己却有点好意思。本书希望小朋友通过发生在小恐龙身上有趣的故事，让孩子在生活中杜绝嫉妒心理，变成乐观豁达的人。
9787010166834,实践理性批判,"(德)康德,著",人民出版社,2016.9,"邓晓芒,译;杨祖陶,校",32.00,平装,17*23,,,,,中文,2,哲学理论与流派,哲学,B516.31; B91,2016-09,德国古典哲学; 无神论,,本书是康德批判哲学体系的三大批判著作之一，康德的第二批判《实践理性批判》出版于1788年。从内容上来看，如果说“纯粹理性批判”的任务是确定人类认识能力的先天要素及其先天要素的若干规定，那么，“实践理性批判”的任务就是研究理性的实践使用的先天原理的可能性、范围和界限。康德立足于无人可以怀疑的“纯粹实践理性”去批判理性的“全部实践能力”，从人的纯粹理性现实具有的实践能力出发并以之为标准，批评和评价一般的理性在实践活动中的种种表现，从中确认纯粹理性的先天普遍规律，即道德律，道德律使人认识到人在实践中事实上是自由的。康德在本书中提出的自由概念成为“纯粹理性批判”和“实践理性批判”结合的基石。特别是在本书中提出了他的脍炙人口的两大崇高原则：“头上的星空”和“心中的道德律”。全书除序言和导言外，有纯粹实践理性要素论和纯粹实践理性方法论两部分，外加一个结论。在要素论中又分为纯粹实践理性的“分析论”和“辩证论”。全书18万字。由康德研究专家杨祖陶和邓晓芒合作，直接从德文原版翻译。译文精良，较好地传达了康德的原意，是二位学者十多年合作的又一部精品。
9787557030049,中国国家公园,"文潇, 著",广东旅游出版社,2024.4,"苏小芮, 绘",49.80,精装,29*21,,海南热带雨林国家公园,,,中文,1,科普/百科,林学,S759.992-49,2023-04,热带雨林; 国家公园; 海南; 儿童读物,,《中国国家公园》是以中国国家公园为题材的系列儿童科普绘本，取材当地的地理、气候相关知识，以及动物、植物和它们的栖息地，向孩子们展示特定的环境是如何影响在其中繁衍生息的生命的。旨在客观地展示人类对自然环境的影响，以及人类为保护自然所做的努力。本册为海南热带雨林国家公园册。以海南热带雨林地区的生态环境为模型，以孩子在其中的探险为情节线索，借助丰富的动植物与环境知识，介绍了海南热带雨林自然保护区，展现了富有特色的、生机勃勃的动植物生活图景，旨在唤起孩子们探索自然、保护环境、热爱祖国的美好感情。
